OLTP Datasource,Version,Datasource Type,Application Component,Delta,Real Time,EXMETHOD,Table For Extraction,Extractor Structure,Last Changed By ,Last Changed Date,Last Changed Time,TXTSH,TXTMD,TXTLG
0CB_VQ_ATTR,D,ATTR,0BCT_CB_IO,,,F2,RS_BCT_CB_EXTRACT_VQ_ATTR,RSBCTCB_VQ_ATTR,SAP,13.04.2011,15:56:23,View/Query Attribute,View/Query Attribute,View/Query Attribute
0CB_RFLD_TEXT,D,TEXT,0BCT_CB_IO,,,F2,RS_BCT_CB_EXTRACT_RF_TEXT,RSBCTCB_RFLD_TXT_EX,SAP,13.04.2011,15:56:21,Role Folder Text,Role Folder Text,Role Folder Text
0CB_RFLD_ATTR,D,ATTR,0BCT_CB_IO,,,F2,RS_BCT_CB_EXTRACT_RF_ATTR,RSBCTCB_RF_ATTR,SAP,13.04.2011,15:56:21,Role Folder Attrib.,Role Folder Attributes,Role Folder Attributes
0BCT_CB_1,D,TRAN,0BCT_CB,,,F2,RS_BCT_CB_EXTRACT_OBJRELS,RSBCTCB_OBJREL,SAP,13.04.2011,15:56:17,Content Browser: Rel,Content Browser: Object Relns.,Content Browser: Object Relationships
0CB_IS_ATTR,D,ATTR,0BCT_CB_IO,,,F2,RS_BCT_CB_EXTRACT_IS_ATTR,RSBCTCB_IS_ATTR,SAP,13.04.2011,15:56:20,InfoSource Attribute,InfoSource Attribute,InfoSource Attribute
0CB_IP_TEXT,D,TEXT,0BCT_CB_IO,,,F2,RS_BCT_CB_EXTRACT_IP_TEXT,RSBCTCB_IP_TXT,SAP,13.04.2011,15:56:20,InfoProvider Text,InfoProvider Text,InfoProvider Text
0CB_IP_ATTR,D,ATTR,0BCT_CB_IO,,,F2,RS_BCT_CB_EXTRACT_IP_ATTR,RSBCTCB_IP_ATTR,SAP,13.04.2011,15:56:19,InfoProv Attribute,InfoProvider Attribute,InfoProvider Attribute
0VER_TYPE_TEXT,D,TEXT,0VERIFICATION-TEXTS,,,V,ROVERTYPTV,ROXAX30209,SAP,19.09.2000,13:56:37,Texts for Test Type,Texts for Test Type in Verif. Scenario,Texts for Test Type in Verification Scenario
0VER_REGION_TEXT,D,TEXT,0VERIFICATION-TEXTS,,,V,ROVERREGTV,ROXBS30017,SAP,28.03.2001,15:23:20,Region Texts,Region Texts in Verification Scenario,Region Texts in Verification Scenario
0VER_REGION_TEXT_NEW,D,TEXT,0VERIFICATION-TEXTS,,,V,ROVERREGTV,ROXBS30017,SAP,16.08.2005,10:26:41,Region Texts,Region Texts in Verification Scenario,Region Texts in Verification Scenario
0VER_REGION_ATTR,D,ATTR,0VERIFICATION-ATTRIBUTES,,,V,ROVERREGIV,ROXBS30019,SAP,28.03.2001,15:22:58,Attribute Region,Attribute Region Verification Scenario,Attribute Region in Verification Scenario
0VER_REGION_ATTR_NEW,D,ATTR,0VERIFICATION-ATTRIBUTES,,,V,ROVERREGIV,ROXBS30019,SAP,16.08.2005,10:26:40,Attribute Region,Attribute Region Verification Scenario,Attribute Region in Verification Scenario
0VER_FIELD_TEXT,D,TEXT,0VERIFICATION-TEXTS,,,V,ROVERFIETV,ROXBS30016,SAP,27.04.2004,20:02:30,Texts for Field No.,Texts for Field in Verification Scenario,Texts for Field Number in Verification Scenario
0VER_FIELD_TEXT_NEW,D,TEXT,0VERIFICATION-TEXTS,,,V,ROVERFIETV,ROXBS30016,SAP,16.08.2005,10:26:40,Texts for Field No.,Texts for Field in Verification Scenario,Texts for Field Number in Verification Scenario
0VER_FIELD_ATTR,D,ATTR,0VERIFICATION-ATTRIBUTES,A,,V,ROVERFIEAV,ROXBS30020,SAP,27.04.2004,20:02:26,Test Field,Test Field,Test Field in Verification Scenario
0VER_FIELD_ATTR_NEW,D,ATTR,0VERIFICATION-ATTRIBUTES,A,,V,ROVERFIEAV,ROXBS30020,SAP,16.08.2005,10:26:38,Test Field,Test Field,Test Field in Verification Scenario
0VER_CUSTOMER_TEXT,D,TEXT,0VERIFICATION-TEXTS,,,V,ROVERCUSTV,ROXAX30207,SAP,17.01.2006,14:30:57,Customer Texts,Customer Texts,Customer Texts in Verification Scenario
0VER_CUSTOMER_TEXT_NEW,D,TEXT,0VERIFICATION-TEXTS,,,V,ROVERCUSTV,ROXAX30207,SAP,19.08.2005,19:29:18,Customer Texts,Customer Texts,Customer Texts in Verification Scenario
0VER_CUSTOMER_ATTR,D,ATTR,0VERIFICATION-ATTRIBUTES,,,V,ROVERCUSAV,ROXAX30213,SAP,27.04.2004,20:02:26,Cust. in Ver. Scen.,Customer in Verification Scenario,Customer in Verification Scenario
0VER_CUSTOMER_ATTR_NEW,D,ATTR,0VERIFICATION-ATTRIBUTES,,,V,ROVERCUSAV,ROXAX30213,SAP,16.08.2005,10:26:35,Cust. in Ver. Scen.,Customer in Verification Scenario,Customer in Verification Scenario
0VER_CUBE_GENDELTA_DATE,D,TRAN,0VERIFICATION-DATA,AIE,,V,ROVERCUBE3V,ROXBS40385,SAP,23.08.2002,13:20:57,Generated Delta Date,Generated Delta by Date Field,Generated Delta by Date Field
0VER_CUBE,D,TRAN,0VERIFICATION-DATA,,,V,ROVERCUBE2,ROXBS30062,SAP,27.04.2004,20:02:24,DS for ODS BWVo01,DS for ODS Object BWVO01,Verification Scenarios: DataSource for ODS 0BWVO01
0VER_CUBE_NEW,D,TRAN,0VERIFICATION-DATA,,,V,ROVERCUBE2,ROXBS30062,SAP,16.08.2005,10:26:34,DS for ODS BWVO01,DS for ODS Object BWVO01,Verification Scenarios: DataSource for ODS 0BWVO01
0VER_CUBE_GENDELTA,D,TRAN,0VERIFICATION-DATA,ADD,X,V,ROVERCUBE1,ROVERCUBE1,SAP,08.08.2005,10:40:45,Test Generic Delta,Test DataSource for Generic Delta,Test DataSource for Generic Delta
0VER_CUBE_GENDELTA_MSD,D,ATTR,0VERIFICATION-ATTRIBUTES,,,V,ROVERCUBE1,ROXBS30074,SAP,22.02.2002,10:44:29,Test Generic Delta,Test DataSource for Generic Delta,DataSource Test for Generic Delta (Master Data)
0VER_COUNTRY_TEXT,D,TEXT,0VERIFICATION-TEXTS,,,D,ROVERCOUNT,ROTEXTSTR1,SAP,06.03.2001,18:46:10,Country Key,Country Key in Verification Scenario,Country Key in Verification Scenario
0VER_COUNTRY_TEXT_NEW,D,TEXT,0VERIFICATION-TEXTS,,,D,ROVERCOUNT,ROTEXTSTR1,SAP,16.08.2005,10:26:32,Country Indicator,Country Key in Verification Scenario,Country Key in Verification Scenario
0CALDAY_ATTR,D,ATTR,,,,F2,RODPS_CALDAY_ATTR,RODPSDATE,SAP,18.05.2011,08:41:13,Calendar Day,Calendar Day for ODP,Calendar Day for ODP
0AUD_ACTION,D,TRAN,0CA_AUDIT,AIMD,,F1,PLM_AUDIT_BW_TRANSACTIONALDATA,PLM_AUD_ACT,SAP,15.02.2005,15:55:27,Aud. Action Tr.Data,DataSource PLM Audit Action Trans. Data,DataSource PLM Audit Action Transaction Data
0AUD_AUDIT,D,TRAN,0CA_AUDIT,AIMD,,F1,PLM_AUDIT_BW_TRANSACTIONALDATA,PLM_AUD_AUDIT,SAP,15.02.2005,15:56:22,Audit Trans. Data,DataSource PLM Audit Transaction Data,DataSource PLM Audit Transaction Data
0AUD_OBJECT,D,TRAN,0CA_AUDIT,AIMD,,F1,PLM_AUDIT_BW_TRANSACTIONALDATA,PLM_AUD_OBJECT,SAP,07.12.2004,17:29:00,Aud. Obj. Trans.Data,Audit Object Transaction Data,DataSource PLM Audit Object Transaction Data
0AUD_PLAN,D,TRAN,0CA_AUDIT,AIMD,,F1,PLM_AUDIT_BW_TRANSACTIONALDATA,PLM_AUD_PLAN,SAP,08.12.2004,16:20:28,Audit Plan Trans.Dat,DataSource PLM Audit Plan Trans. Data,DataSource PLM Audit Plan Transaction Data
0AUD_QUEST,D,TRAN,0CA_AUDIT,AIMD,,F1,PLM_AUDIT_BW_TRANSACTIONALDATA,PLM_AUD_QUEST,SAP,15.02.2005,15:57:32,Audit Quest. Trans.,DataSource PLM Audit Quest. Trans. Data,DataSource PLM Audit Question Transaction Data
0AUD_ROLE,D,TRAN,0CA_AUDIT,AIMD,,F1,PLM_AUDIT_BW_TRANSACTIONALDATA,PLM_AUD_ROLE,SAP,15.02.2005,16:04:24,DataSource Aud. Role,DataSource PLM Audit Role,DataSource PLM Audit Role
0AUD_ACTION_TEXT,D,TEXT,0CA_AUDIT,,,F1,PLM_AUDIT_BW_TEXT,PLM_AUD_ACT_DESC_TEXT,SAP,10.12.2004,12:27:29,Audit Action Text,DataSource Aud. Action Text Description,DataSource Audit Action Text Description
0AUD_AUDIT_TEXT,D,TEXT,0CA_AUDIT,,,F1,PLM_AUDIT_BW_TEXT,PLM_AUD_AUD_DESC_TEXT,SAP,10.12.2004,12:24:15,Audit Text,DataSource Audit Text,DataSource Audit Text
0AUD_AUTH_TEXT,D,TEXT,0CA_AUDIT,,,F1,PLM_AUDIT_BW_TEXT,PLM_AUD_AUTH_TEXT,SAP,07.12.2004,17:29:11,Auth. Group TXT,DataSource Audit Authorization Group Txt,DataSource Audit Authorization Group Txt
0AUD_CAUSE_TEXT,D,TEXT,0CA_AUDIT,,,F1,PLM_AUDIT_BW_TEXT,PLM_AUD_CAUSE_TEXT,SAP,07.12.2004,17:29:17,"Trigger, Text","DataSource AuditManagement Trigger, Text","DataSource Audit Management Trigger, Text"
0AUD_EXT2_TEXT,D,TEXT,0CA_AUDIT,,,F1,PLM_AUDIT_BW_TEXT,PLM_AUD_EXT2_TEXT,SAP,07.12.2004,17:30:26,Scoring Function,"Scoring Function, Text","DataSource Audit Scoring Function, Text"
0AUD_HIELV_TEXT,D,TEXT,0CA_AUDIT,,,F1,PLM_AUDIT_BW_TEXT,PLM_AUD_HIERA_TEXT,SAP,07.12.2004,17:30:47,Question List Item,Question List Item Hierarchy Profile Lev,DataSource Audit Question List Item Hierarchy Profile Level
0AUD_OBJTY_TEXT,D,TEXT,0CA_AUDIT,,,F1,PLM_AUDIT_BW_TEXT,PLM_AUD_OBJECT_TEXT,SAP,07.12.2004,17:30:55,Object AttributeType,Audit Object Attribute Type,DataSource Audit Management Object Attribute Type
0AUD_OBJVA_TEXT,D,TEXT,0CA_AUDIT,,,F1,PLM_AUDIT_BW_TEXT,PLM_AUD_OBJECT_VAL_TEXT,SAP,07.12.2004,17:31:07,Object AttributeVal.,Audit Object Attribute Value Text,DataSource Audit Object Attribute Value Text
0AUD_PLAN_TEXT,D,TEXT,0CA_AUDIT,,,F1,PLM_AUDIT_BW_TEXT,PLM_AUD_PLAN_DESC_TEXT,SAP,10.12.2004,12:22:18,Audit Plan Text,DataSource Audit Plan Text,DataSource Audit Plan Text
0AUD_PRIOR_TEXT,D,TEXT,0CA_AUDIT,,,F1,PLM_AUDIT_BW_TEXT,PLM_AUD_PRIOR_TEXT,SAP,07.12.2004,17:31:14,Question Prio. Text,DataSource Audit Question Priority Text,DataSource Audit Question Priority Text
0AUD_QUESTION_TEXT,D,TEXT,0CA_AUDIT,,,F1,PLM_AUDIT_BW_TEXT,PLM_AUD_QUEST_DESC_TEXT,SAP,10.12.2004,12:25:55,Audit Question Text,DataSource Audit Question Text,DataSource Audit Question Text
0AUD_RATNG_TEXT,D,TEXT,0CA_AUDIT,,,F1,PLM_AUDIT_BW_TEXT,PLM_AUD_RATING_TEXT,SAP,07.12.2004,17:31:23,Audit Rating Text,"DataSource Audit Rating, Text","DataSource Audit Rating, Text"
0AUD_RATPR_TEXT,D,TEXT,0CA_AUDIT,,,F1,PLM_AUDIT_BW_TEXT,PLM_AUD_RATING_PROF_TEXT,SAP,07.12.2004,17:31:32,Audit Rating Profile,"Audit Rating Profile, Text","DataSource Audit Rating Profile, Text"
0AUD_RES_TEXT,D,TEXT,0CA_AUDIT,,,F1,PLM_AUDIT_BW_TEXT,PLM_AUD_ASSES_RES_TEXT,SAP,14.12.2004,17:12:03,Valuation Selection,DataSource Question - Valuation Selectn,"DataSource Question - Valuation Selection, Text"
0AUD_ROLE_TEXT,D,TEXT,0CA_AUDIT,,,F1,PLM_AUDIT_BW_TEXT,PLM_AUD_ROLE_TEXT,SAP,07.12.2004,17:31:41,Audit Partner Role,"Audit Partner Role, Text","DataSource Audit Partner Role, Text"
0AUD_SUG_TEXT,D,TEXT,0CA_AUDIT,,,F1,PLM_AUDIT_BW_TEXT,PLM_AUD_ASSES_SUG_TEXT,SAP,14.12.2004,17:11:17,Valuation Proposal,DataSource Question - Valuation Proposal,"DataSource Question List - Valuation Proposal, Text"
0AUD_TYPE_TEXT,D,TEXT,0CA_AUDIT,,,F1,PLM_AUDIT_BW_TEXT,PLM_AUD_AUDTYPE_TEXT,SAP,07.12.2004,17:31:53,Audit Type Text,"Audit Management: Audit Type, Text","DataSource Audit Management Audit Type, Text"
0AUD_VALPR_TEXT,D,TEXT,0CA_AUDIT,,,F1,PLM_AUDIT_BW_TEXT,PLM_AUD_ASSES_PROF_TEXT,SAP,07.12.2004,17:32:03,Quest.List Val.Prof.,"Question List - Valuation Profile, Text","DataSource Question List - Valuation Profile, Text"
0AUD_ACTION_ATTR,D,ATTR,0CA_AUDIT,,,F1,PLM_AUDIT_BW_MASTERDATA,PLM_AUD_AUDACT_ATTR,SAP,15.02.2005,15:56:02,Audit Action,DataSource Audit Action Master Data,DataSource PLM Audit Action Master Data
0AUD_AUDIT_ATTR,D,ATTR,0CA_AUDIT,,,F1,PLM_AUDIT_BW_MASTERDATA,PLM_AUD_AUDIT_ATTR,SAP,15.02.2005,15:56:44,DataSource Audit,DataSource PLM Audit,DataSource PLM Audit Master Data
0AUD_PLAN_ATTR,D,ATTR,0CA_AUDIT,,,F1,PLM_AUDIT_BW_MASTERDATA,PLM_AUD_AUDPLAN_ATTR,SAP,15.02.2005,15:57:15,DataSource Aud. Plan,DataSource PLM Audit Plan,DataSource PLM Audit Plan Master Data
0AUD_QUEST_ATTR,D,ATTR,0CA_AUDIT,,,F1,PLM_AUDIT_BW_MASTERDATA,PLM_AUD_AUDQUEST_ATTR,SAP,15.02.2005,16:04:08,DataSource Aud Quest,DataSource PLM Audit Quest. Master Data,DataSource PLM Audit Question Master Data
0MDM_GENERIC,D,ATTR,BW_TECH,,,F1,MDE_BI_READ_DATA_NOTIFY,MDE_BI_DS_GENERIC,SAP,09.06.2010,15:49:58,MDM-BI: MDM Group ID,MDM-BI: Gen. Extr. of MDM Group ID,MDM-BI: Generic Extraction of MDM Group ID
0IQM_BI_RESULTS,D,TRAN,0VERIFICATION,NEWE,X,F2,IQM_BI_EXTRACT_RESULTS,RSTCOIQM_S_BI_RESULTS,SAP,18.07.2012,14:01:01,BI Error Handling,BI Error Handling Results Aggregated,BI Error Handling Results Aggregated
0IQM_BI_REQUEST,D,ATTR,0VERIFICATION,NEWE,X,F2,IQM_BI_EXTRACT_REQUEST,RSIQMX_REQUEST,SAP,18.07.2012,14:01:00,IQM Request,IQM Inspection from Req. with Error Log,Inspection from Request with Error Log (Information Quality)
0_IGEL_TRANSP_TEST,A,TRAN,0ADD_SAP_SYSTEMS,,,Q,IGEL_T100,ROXBRS0200,BEST,15.05.2025,02:26:31,test transport,test transport,test transport
0_IGEL_TRANSP_TEST,D,TRAN,0ADD_SAP_SYSTEMS,,,Q,IGEL_T100,ROXBRS0200,SAP,31.08.2000,13:34:28,test transport,test transport,test transport
0FS_BP_TAXC_RSN_TEXT,D,TEXT,0FS_BP,,,V,FSBPCC_TAXCRSN_T,FSBPCC_TAXCRSN_T,SAP,27.09.2012,15:28:08,BP: TaxComp. Reasons,BP: Tax Compliance Status Reason Texts,Business Partner: Tax Compliance Status Reason Texts
0FS_BP_TAXC_TEXT,D,TEXT,0FS_BP,,,V,FSBPCC_TAXC_T,FSBPCC_TAXC_T,SAP,27.09.2012,15:29:10,BP: TaxComp. Types,BP: Tax Compliance Type Texts,Business Partner: Tax Compliance Type Texts
0FS_BP_TAXC_ST_TEXT,D,TEXT,0FS_BP,,,D,FSBP_TAXC_STATUS,ROTEXTSTR1,SAP,27.09.2012,15:28:36,BP: TaxComp. Status,BP: Tax Compliance Status Texts,Business Partner: Tax Compliance Status Texts
0FS_BP_TAXC_AG_ST_TEXT,D,TEXT,0FS_BP,,,D,FSBP_TAXC_AGREE_STATUS,ROTEXTSTR1,SAP,27.09.2012,15:27:41,BP: TaxComp. Agr.St,BP: Tax Compliance Agree Status Texts,Business Partner: Tax Compliance Agreement Status Texts
0EPM_DS_SALESORDER,D,TRAN,BW_TECH,,,V,EPM_V_SALES_DATA,ROXKIW0654,SAP,03.05.2016,12:26:26,EPM Sales Orders ODP,EPM Sales Orders ODP,EPM Sales Orders ODP
0EPM_DS_SALES,D,TRAN,BW_TECH,,,V,EPM_V_SALES,ROXKIW0617,SAP,05.08.2015,14:11:00,EPM Sales Orders,EPM Sales Orders,EPM Sales Orders
0EPM_PROD_TEXTE,D,TEXT,0EPM,AIE,,V,EPM_V_PROD_TXT,ROXBYD0029,SAP,01.10.2010,10:23:12,EPM Product Texts,EPM Product Texts,EPM Product Texts
0EPM_PROD_TEXTS,D,TEXT,BW_TECH,,,V,EPM_V_PROD_TXT,ROXKIW0683,SAP,03.05.2016,12:28:59,Product Texts,Product Texts,Product Texts
0EPM_PROD,D,ATTR,0EPM,AIE,,V,EPM_V_PROD,ROXBYD0025,SAP,01.10.2010,10:22:50,EPM Product,EPM Product,EPM Product
0EPM_PRODUCT,D,ATTR,BW_TECH,,,V,EPM_V_PROD,ROXKIW0682,SAP,03.05.2016,12:29:35,Products,Products,Products
0EPM_DS_CL_PO,D,TRAN,BW_TECH,,,V,EPM_V_PO_DATA,ROXKIW0684,SAP,03.05.2016,12:24:01,Closed Purchase Orde,Closed Purchase Orders,Closed Purchase Orders
0EPM_DS_PO_ODP,D,TRAN,BW_TECH,,,V,EPM_V_PO_DATA,ROXKIW0655,SAP,03.05.2016,12:25:32,EPM Purchase Order,EPM Purchase Order ODP,EPM Purchase Order ODP
0EPM_PO,D,TRAN,0EPM,AIE,,V,EPM_V_PO,ROXBYD0023,SAP,02.07.2010,14:36:26,EPM Purchase Order,EPM Purchase Order,EPM Purchase Order
0EPM_BP,D,ATTR,0EPM,AIE,,V,EPM_V_BP,ROXBYD0024,SAP,02.07.2010,14:36:16,EPM BP,EPM Business Partner,EPM Business Partner
0EPM_BPA,D,ATTR,BW_TECH,,,V,EPM_V_BP,ROXKIW0681,SAP,03.05.2016,12:22:35,Business Partners,Business Partners,Business Partners
0EPM_EMPLOYEE_ORG_HIER,D,HIER,0EPM,,,F1,EPM_BW_EMP_ORG_HIER_EXTRACT,ROHIEROS,SAP,28.05.2010,14:35:45,EPM Employee Hierar.,EPM Hierarchy for Employees,EPM Hierarchy for Employees Through Organizational Structure
0UCSTAQNO_TEXT,D,TEXT,IS-U,,,D,ECRM_STA_QUO,ROTEXTSTR1,SAP,04.11.2002,15:53:08,Contract Conclusion,Status:Contract Conclusion,Status: Quotation Added to Contract
0UCSTA_QNT_TEXT,D,TEXT,IS-U,,,D,ECRM_STA_QNT,ROTEXTSTR1,SAP,04.11.2002,15:53:09,Status of Quantity,Status of Billing Quantity,Status of Billing Quantity (Open/Confirmed)
0UCC_QUOOP_TEXT,D,TEXT,IS-U,,,D,ECRM_QUO_OPEN,ROTEXTSTR1,SAP,12.02.2004,14:04:12,Open Quotation,Open Quotation Exists,Open Quotation Exists
0BP_TAXNUMB_ATTR,D,ATTR,0CA_BP-IO,AIM,,V,DFKKBPTAXNUM,BUPA_DFKKBPTAXNUM_BW,SAP,01.02.2005,08:22:32,BP: Tax Numbers,BP: Tax Numbers,BP: Tax Numbers
0EPM_PO_OR_STAT_TEXT,D,TEXT,0EPM,,,D,D_PO_OR,ROTEXTSTR1,SAP,02.07.2010,14:37:22,PO Status,Purchase Order Status,Purchase Order Status
0EPM_PO_LC_STAT_TEXT,D,TEXT,0EPM,,,D,D_PO_LC,ROTEXTSTR1,SAP,02.07.2010,14:37:18,Life Cycle Status,Life Cycle Status of Purchase Order,Life Cycle Status of Purchase Order
0EPM_PO_CF_STAT_TEXT,D,TEXT,0EPM,,,D,D_PO_CF,ROTEXTSTR1,SAP,02.07.2010,14:37:14,Confirmation Status,Confirmation Status of Purchase Order,Confirmation Status of Purchase Order
0EPM_PO_AP_STAT_TEXT,D,TEXT,0EPM,,,D,D_PO_AP,ROTEXTSTR1,SAP,02.07.2010,14:37:06,Approval Status,Approval Status of Purchase Order,Approval Status of Purchase Order
0VER_DLVUNIT_TEXT,D,TEXT,0VERIFICATION-TEXTS,,,V,CVERS_REF,ROXBY30127,SAP,03.08.2010,22:12:39,Desc. of Soft. Comp.,Description of Software Component,Description of Software Component
0VER_DLVUNIT_ATTR,D,ATTR,0VERIFICATION-ATTRIBUTES,,,V,CVERS,ROXBY30125,SAP,03.08.2010,22:11:20,Software Component,Software Component,Software Component
0STAGENSYS0_TEXT,D,TEXT,0CA_GD-IO,,,F1,CRM_BW_GET_STATUS_T,CRM_BIW_ST_T,SAP,13.09.2004,10:16:19,Delivery:Syst.Status,Delivery: System Status Application-Ind.,Delivery: System Status Application-Independent
0PR_STAPROSYS1_TEXT,D,TEXT,0CA_PR-IO,,,V,COMV_PROSYS1_BW,COMT_PROD_STATUSTEXT_BW,SAP,14.10.2003,12:17:56,Product: Lock,Product: Status Lock,Product: Status Lock
0PR_STAPROSYS0_TEXT,D,TEXT,0CA_PR-IO,,,V,COMV_PROSYS0_BW,COMT_PROD_STATUSTEXT_BW,SAP,14.10.2003,12:14:29,Prod.: Arch./Delete,Product: Status Archive/Delete,Product: Status Archive/Delete
0PR_ID_CMP_TEXT,D,TEXT,0CA_PR-IO,,,V,COMV_PRIDCMPT_BW,COMT_PRIDCMPT_BW,SAP,14.10.2003,12:11:16,Product ID,Product ID,Product ID: Texts (Compound InfoObject 0CRM_PRIDCP)
0PR_COMPETITOR_PROD_TEXT,D,TEXT,0CA_PR-IO,,,V,COMV_PRCOMP_BW,COMT_PRCOMP_BW,SAP,14.10.2003,12:21:08,Competitive Product,Competitive Product,Competitive Product
0PR_IL_RELTYPE_TEXT,D,TEXT,0CA_PR-IO,,,V,COMV_IL_TYPE_TBW,COMT_IL_TYPE_TBW,SAP,14.10.2003,12:07:08,Relationships,Relationships,Relationships
0PR_TYPE_TEXT,D,TEXT,0CA_PR-IO,,,V,COMC_PR_TYPE_T,COMT_PR_TYPE_T_BW,SAP,14.10.2003,12:19:04,Texts for Prod. Type,Texts for Product Type,Texts for Product Type
0PR_OBJECT_FAMILY_TEXT,D,TEXT,0CA_PR-IO,,,V,COMC_PR_OBJ_FAMT,COMT_PR_OBJ_FAMT_BW,SAP,14.10.2003,12:08:58,Prod.: Object Family,Product: Object Family,Product: Object Family
0PR_GTIN_TYPE_TEXT,D,TEXT,0CA_PR-IO,,,V,COMC_GTINTYPE_T,COMC_GTINTYPE_T,SAP,14.10.2003,12:03:30,Texts on GTIN Type,Texts on GTIN Type,Texts on GTIN Type (Global Trade Identification Number)
0PROD_CATEG_APPL_TEXT,D,TEXT,0CA_PR-IO,,,V,COMC_APPLT,COMC_APPLT,SAP,02.10.2003,08:56:14,ProdCat.: Hier.Appl.,Product Category: Hierarchy Application,Product Category: Hierarchy Application
0PR_STATUS_ATTR,D,ATTR,0CA_PR-IO,AIM,,F1,COM_PROD_STATUS_EXTRACT_BW,COMT_PROD_STATUS_BW,SAP,01.02.2005,08:24:56,Product: Status,Product: Status,Product: Status
0PRODUCT_TEXT,A,TEXT,0CA_PR-IO,AIM,,F1,COM_PR_PRSHTEXT,COMT_PROD_TEXT_BW,BEST,21.04.2025,23:53:25,Product: Texts,Product: Texts,Product: Texts
0PRODUCT_TEXT,D,TEXT,0CA_PR-IO,AIM,,F1,COM_PR_PRSHTEXT,COMT_PROD_TEXT_BW,SAP,01.02.2005,08:23:14,Product: Texts,Product: Texts,Product: Texts
0PR_PROD_VAR_ATTR,D,ATTR,0CA_PR-IO,AIM,,F1,COM_PR_PROD_VAR,COMT_PROD_VAR_BW,SAP,01.02.2005,08:24:28,Product: Var./Conf.,Product: Variants/Configuration,Product: Assignment Product Variant - Configurable Product
0PR_GTIN_ATTR,D,ATTR,0CA_PR-IO,,,F1,COM_PR_PROD_GTIN,COMT_PROD_GTIN,SAP,14.12.2004,13:45:57,Product: GTIN,Product: GTIN,Product: GTIN
0PR_CATEGORIES_ATTR,D,ATTR,0CA_PR-IO,,,F1,COM_PR_PROD_CATEG,COMT_PROD_CATEG,SAP,13.09.2004,16:26:44,Product: Categories,Product: Assigned Categories,Product: Assigned Categories
0PRODUCT_ATTR,D,ATTR,0CA_PR-IO,AIM,,F1,COM_PR_COMM_PRODUCT,COMT_PRODUCT_BW,SAP,01.02.2005,08:23:03,Product: Gen. Attr.,Product: General Attributes,Product: General Attributes
0PR_SALES_CATEG_ATTR,D,ATTR,0CA_PR-IO,AIM,,F1,COM_PR_CAT_SAL,COMV_PR_CAT_SAL,SAP,01.02.2005,08:25:11,Product: Sales Cat.,Product: Sales Category,Product: Sales Category
0PR_PURCHASE_CATEG_ATTR,D,ATTR,0CA_PR-IO,AIM,,F1,COM_PR_CAT_PUR,COMV_PR_CAT_PUR,SAP,01.02.2005,08:24:41,Product: Purch.Cat.,Product: Purchasing Category,Product: Purchasing Category
0PR_BASE_UNIT_ATTR,D,ATTR,0CA_PR-IO,AIM,,F1,COM_PR_BASE_UNIT,COMT_PR_UNIT_BW,SAP,01.02.2005,08:23:40,Product: Base UoM,Product: Base Unit of Measure,Product: Base Unit of Measure
0PR_IL_RELDIR_TEXT,D,TEXT,0CA_PR-IO,,,D,COM_ILDIRECTION,ROTEXTSTR1,SAP,14.10.2003,12:05:00,Relationship Dir.,Relationship Direction,Relationship Direction
0PR_COM_COMMERCIAL_ATTR,D,ATTR,0CA_PR-IO,AIM,,F1,COM_GENERIC_FULL_UPLOAD,SCOM_COMMERCIAL002,SAP,01.02.2005,08:23:59,Product: Comm. Data,Product: Commercial Data,Product: Commercial Data
0PR_IL_PROREF_ATTR,D,ATTR,0CA_PR-IO,AIM,,F1,COM_GENERIC_FULL_UPLOAD,SCOMM_IL_PROREF,SAP,01.02.2005,08:24:12,Ref.Prod.for IObject,Reference Product for Individual Object,Reference Product for Individual Object
0PROD_CATEG_TEXT,D,TEXT,0CA_PR-IO,,,F1,COBW_PROD_CATEG_GET_TEXT,STRUC_BIW_PROD_CATEG_TEXT,SAP,02.10.2003,16:48:00,Product Categories,Product Categories,Product Categories
0PROD_CATEG_ATTR,D,ATTR,0CA_PR-IO,,,F1,COBW_PROD_CATEG_GET_ATTR,BWE_PROD_CATEG_ATTR,SAP,02.10.2003,16:47:46,Product Category,Product Category,Product Category
0PROD_CATEG_R3_MAP_ATTR,D,ATTR,0CA_PR-IO,,,F1,COBW_PROD_CATEG_2_GET_ATTR,BWE_PROD_CATEG_2_ATTR,SAP,14.10.2003,11:52:53,ProdCat: R/3-Mat.Grp,Product Cat.: R/3 Attribute Material Grp,Product Category: R/3 Attribute Material Group
0PRODUCT_HIER,D,HIER,0CA_PR-IO,,,F1,COBW_HIERARCHY_TRANSFER_PRCA,ROHIEROS,SAP,15.10.2003,14:48:22,Product Hierarchy,Product Hierarchy,Product Hierarchy
0PROD_CATEG_HIER,D,HIER,0CA_PR-IO,,,F1,COBW_HIERARCHY_TRANSFER_PRCA,ROHIEROS,SAP,02.10.2003,08:56:18,Prod.Cat.Hierarchy,Product Category Hierarchy,Product Category Hierarchy
0CMSKU_CDTH_CMHIER,D,HIER,IS-R-IO,,,F1,CMBW_HIERY_TRANSFER_CDTH,ROHIEROS,SAP,05.11.2001,19:53:51,CDT Extraction,CDT Extraction,Category Management: CDT Hierarchy Extractor
