Datasource,Source System,Version,Object Status,Data Source Type ,Application Name ,Delta,Real Time,Time Dependent Data,Language Dependent Data,Content Release ,Content Timestamp ,Last User By ,Last Used TimeStamp,Last Used Date,TXTMD,TXTLG
ZN_SALES,NEW FLAT,M,ACT,M,ZTEST,,,,,,0,BEST,"2,02,50,31,71,11,027",20250317,,Sales Data For GER
ZN_RTL2,NEW FLAT,A,ACT,M,ZTEST,,,,,,0,BEST,"2,02,50,60,51,50,836",20250605,,retail dataset 2
ZN_RTL2,NEW FLAT,M,ACT,M,ZTEST,,,,,,0,BEST,"2,02,50,60,51,50,824",20250605,,retail dataset 2
ZN_RTL1,NEW FLAT,A,ACT,M,ZTEST,,,,,,0,BEST,"2,02,50,60,51,50,711",20250605,,retail dataset 1
ZN_RTL1,NEW FLAT,M,ACT,M,ZTEST,,,,,,0,BEST,"2,02,50,60,51,50,658",20250605,,retail dataset 1
ZN_RTL,NEW FLAT,A,ACT,M,ZTEST,,,,,,0,BEST,"2,02,50,61,01,42,541",20250610,,retail store data
ZN_RTL,NEW FLAT,M,ACT,M,ZTEST,,,,,,0,BEST,"2,02,50,61,01,42,528",20250610,,retail store data
ZN_PRDCUT,NEW FLAT,A,ACT,M,ZTEST,,,,,,0,BEST,"2,02,50,32,51,54,858",20250325,,Product Data of GER
ZN_PRDCUT,NEW FLAT,M,ACT,M,ZTEST,,,,,,0,BEST,"2,02,50,32,51,54,846",20250325,,Product Data of GER
ZN_NYTXI,NEW FLAT,M,,M,ZTEST,,,,,,0,BEST,"2,02,50,62,71,42,330",20250627,,new york taxi
ZN_NIRAV_F,BW75S4H003,M,,D,,,,,,,0,BEST,"2,02,50,52,11,05,231",20250521,,Task 1(finance data)
ZN_MIOBJ,BW75S4H001,A,ACT,M,0BW_DATASOURCES,AIE,,,,,0,BEST,"2,02,50,70,70,95,422",20250707,infoobj data source,full in delta
ZN_MIOBJ,BW75S4H001,M,ACT,M,0BW_DATASOURCES,AIE,,,,,0,BEST,"2,02,50,70,70,95,409",20250707,infoobj data source,full in delta
ZN_HEIRAR,NEW FLAT,M,,H,ZTEST,,,,,,0,BEST,"2,02,50,62,71,52,125",20250627,,heirarchy data
ZN_GER_STORE,BW75S4H001,M,INA,D,0BW_DATASOURCES,,,,,,0,BEST,"2,02,50,51,61,10,159",20250516,Store Data Of GER,Store Data Of GER
ZN_GER_SALES1,BW75S4H001,M,INA,D,0BW_DATASOURCES,,,,,,0,BEST,"2,02,50,51,61,10,159",20250516,Sales Data Of GER,Sales Data Of GER
ZN_GER_SALES,BW75S4H001,M,INA,D,0BW_DATASOURCES,,,,,,0,BEST,"2,02,50,51,61,10,159",20250516,Sales Data Of GER,Sales Data Of GER
ZN_GER_SALE,BW75S4H001,M,INA,D,0BW_DATASOURCES,,,,,,0,BEST,"2,02,50,51,61,10,158",20250516,Sales Data Of GER,Sales Data Of GER
ZN_GER_PRODUCT,BW75S4H001,M,INA,D,0BW_DATASOURCES,,,,,,0,BEST,"2,02,50,51,61,10,158",20250516,Product Data Of GER,Product Data Of GER
ZN_GER_EXCHANGE1,BW75S4H001,M,INA,D,0BW_DATASOURCES,,,,,,0,BEST,"2,02,50,51,61,10,158",20250516,Exchange Rate Data of GER,Exchange Rate Data of GER
ZN_GER_EXCHANGE,BW75S4H001,M,INA,D,0BW_DATASOURCES,,,,,,0,BEST,"2,02,50,51,61,10,158",20250516,Exchange Rate Data of GER,Exchange Rate Data of GER
ZN_GER_CUSTOMER,BW75S4H001,M,INA,D,0BW_DATASOURCES,,,,,,0,BEST,"2,02,50,51,61,10,158",20250516,Customer Data Of GER,Customer Data Of GER
ZN_FINAN_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,231",20250521,,Financial data ADSO
ZN_EXNGRT,NEW FLAT,A,ACT,M,ZTEST,,,,,,0,BEST,"2,02,50,30,41,12,428",20250304,,Exchange Rate
ZN_EXNGRT,NEW FLAT,M,ACT,M,ZTEST,,,,,,0,BEST,"2,02,50,30,41,12,415",20250304,,Exchange Rate
ZN_CUBE1_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,231",20250521,,
ZN_CTMID_P,BW75S4H003,M,,M,,,,,,,0,BEST,"2,02,50,52,11,05,231",20250521,,Customer ID
ZN_CSTMER,NEW FLAT,A,ACT,M,ZTEST,,,,,,0,BEST,"2,02,50,22,81,24,238",20250228,,Customer Data of GER
ZN_CSTMER,NEW FLAT,M,ACT,M,ZTEST,,,,,,0,BEST,"2,02,50,22,81,24,224",20250228,,Customer Data of GER
ZN_BKT,T90CLNT090,M,INA,D,NEW_HIER_ROOT,,,,,,0,BEST,"2,02,50,70,40,94,205",20250704,"bkpf, t001",bkpf and reading master data from t001
ZN_BKBST,T90CLNT090,M,INA,D,NEW_HIER_ROOT,,,,,,0,BEST,"2,02,50,70,40,94,205",20250704,"BSEG, T001","BSEG, T001  Additional fields from bkpf"
ZMTSTID_P,BW75S4H003,M,,M,,,,,,,0,BEST,"2,02,50,52,11,05,230",20250521,,Student ID
ZMSH_SAL_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,230",20250521,,MSH SALES
ZMSH_SAL,NEW FLAT,A,ACT,D,ZMAT_APP,,,,,,0,BEST,"2,02,50,31,00,92,012",20250310,MSH SALES DATA,MSH SALES DATA
ZMSH_SAL,NEW FLAT,M,ACT,D,ZMAT_APP,,,,,,0,BEST,"2,02,50,31,00,92,000",20250310,MSH SALES DATA,MSH SALES DATA
ZMSH_DSRC,NEW FLAT,A,ACT,M,ZMAT_APP,,,,,,0,BEST,"2,02,50,31,00,73,820",20250310,MSH MASTER MAT DATA,MSH MASTER MAT DATA
ZMSH_DSRC,NEW FLAT,M,ACT,M,ZMAT_APP,,,,,,0,BEST,"2,02,50,31,00,73,815",20250310,MSH MASTER MAT DATA,MSH MASTER MAT DATA
ZMSH_DCU1,NEW FLAT,A,ACT,D,ZMSH_DSR1,,,,,,0,BEST,"2,02,50,31,00,91,331",20250310,MSH CUST TRANS DATA,MSH CUST TRANS DATA
ZMSH_DCU1,NEW FLAT,M,ACT,D,ZMSH_DSR1,,,,,,0,BEST,"2,02,50,31,00,91,319",20250310,MSH CUST TRANS DATA,MSH CUST TRANS DATA
ZMSH_DCU,NEW FLAT,A,ACT,M,ZMSH_DSR1,,,,,,0,BEST,"2,02,50,31,00,90,805",20250310,MSH CUST MSTR DATA,MSH CUST MSTR DATA
ZMSH_DCU,NEW FLAT,M,ACT,M,ZMSH_DSR1,,,,,,0,BEST,"2,02,50,31,00,90,753",20250310,MSH CUST MSTR DATA,MSH CUST MSTR DATA
ZMRCDS2,ZMRC,A,ACT,D,ZMRCAC2,,,,,,0,BEST,"2,02,50,61,01,95,332",20250610,ZMRC2 MD,ZMRC2 LD
ZMRCDS2,ZMRC,M,ACT,D,ZMRCAC2,,,,,,0,BEST,"2,02,50,61,01,95,319",20250610,ZMRC2 MD,ZMRC2 LD
ZMRCDS,ZMRC,A,ACT,D,ZMRCAC,,,,,,0,BEST,"2,02,50,60,81,40,851",20250608,ZMRC MD,ZMRC LD
ZMRCDS,ZMRC,M,ACT,D,ZMRCAC,,,,,,0,BEST,"2,02,50,60,81,40,837",20250608,ZMRC MD,ZMRC LD
ZMR_DS_CLNT_PRTNR_HIS_TEXT,NEW FLAT,A,ACT,T,NODESNOTCONNECTED,,,,,,0,BEST,"2,02,50,52,61,51,919",20250526,,
ZMR_DS_CLNT_PRTNR_HIS_TEXT,NEW FLAT,M,ACT,T,NODESNOTCONNECTED,,,,,,0,BEST,"2,02,50,52,61,51,906",20250526,,
ZMATID1_P,BW75S4H003,M,,M,,,,,,,0,BEST,"2,02,50,52,11,05,229",20250521,,MATERIAL NUMBER
ZMATID_P,BW75S4H003,M,,M,,,,,,,0,BEST,"2,02,50,52,11,05,229",20250521,,Material id
ZMATDSO2_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,229",20250521,,SPECIALITY DSO
ZMATDSO1_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,229",20250521,,SPECIALITY MATERIAL
ZMATDSO_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,229",20250521,,SPECIALITY MATERIAL
ZMAT_VP_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,230",20250521,,
ZMAT_VENDOR,ZFF_AV,A,ACT,D,ZAIR_MAT,,,,,,0,BEST,"2,02,50,31,52,00,208",20250315,,
ZMAT_VENDOR,ZFF_AV,M,ACT,D,ZAIR_MAT,,,,,,0,BEST,"2,02,50,31,52,00,157",20250315,,
ZMAT_VEN_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,230",20250521,,
ZMAT_TP_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,230",20250521,,
ZMAT_TAX_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,230",20250521,,
ZMAT_TAX,ZFF_AV,A,ACT,D,ZAIR_MAT,,,,,,0,BEST,"2,02,50,31,51,95,745",20250315,ZMAT_TAX,ZMAT_TAX
ZMAT_TAX,ZFF_AV,M,ACT,D,ZAIR_MAT,,,,,,0,BEST,"2,02,50,31,51,95,732",20250315,ZMAT_TAX,ZMAT_TAX
ZMAT_QUAN_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,230",20250521,,
ZMAT_QUAN,ZFF_AV,A,ACT,D,ZAIR_MAT,,,,,,0,BEST,"2,02,50,31,51,95,247",20250315,ZMAT_QUAN,ZMAT_QUAN
ZMAT_QUAN,ZFF_AV,M,ACT,D,ZAIR_MAT,,,,,,0,BEST,"2,02,50,31,51,95,234",20250315,ZMAT_QUAN,ZMAT_QUAN
ZMAT_QP_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,230",20250521,,
ZMAT_MSNP_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,230",20250521,,
ZMAT_MSN_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,230",20250521,,
ZMAT_MSN,ZFF_AV,A,ACT,D,ZAIR_MAT,,,,,,0,BEST,"2,02,50,31,51,94,352",20250315,ZMAT_MSN,ZMAT_MSN
ZMAT_MSN,ZFF_AV,M,ACT,D,ZAIR_MAT,,,,,,0,BEST,"2,02,50,31,51,94,337",20250315,ZMAT_MSN,ZMAT_MSN
ZMAT_CP_F,BW75S4H003,M,,D,,,,,,,0,BEST,"2,02,50,52,11,05,230",20250521,,COMPOSITE FOR AIRCARFT MATERIAL
ZMAT_B_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,230",20250521,,
ZMAT,BW75S4H001,M,INA,M,NEW_HIER_ROOT,,,,,,0,BEST,"2,02,50,51,61,10,158",20250516,Sample,Sample
ZMAH_F,BW75S4H003,M,,D,,,,,,,0,BEST,"2,02,50,52,11,05,229",20250521,,Banking Data
ZMAC_DS_VEND,NEW FLAT,A,ACT,D,NODESNOTCONNECTED,,,,,,0,BEST,"2,02,50,22,31,03,701",20250223,,Maconomy vend
ZMAC_DS_VEND,NEW FLAT,M,ACT,D,NODESNOTCONNECTED,,,,,,0,BEST,"2,02,50,22,31,03,648",20250223,,Maconomy vend
ZM_TARGET_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,231",20250521,,Target Sales Multiple
ZM_SALES1,ARUN_SRC,M,,D,ZAC_ARUN,,,,,,0,BEST,"2,02,50,80,60,84,720",20250806,,sales data
ZM_PRDID_P,BW75S4H003,M,,M,,,,,,,0,BEST,"2,02,50,52,11,05,231",20250521,,M Product ID
ZM_PRD_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,231",20250521,,Product sales Multiple
ZM_MULTI_F,BW75S4H003,M,,D,,,,,,,0,BEST,"2,02,50,52,11,05,231",20250521,,Multiple tables
ZM_CSALES_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,231",20250521,,Candy Sales Infocube
ZM_CANTAR_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,231",20250521,,Target Sales Infocube
ZM_CANSAL_F,BW75S4H003,M,,D,,,,,,,0,BEST,"2,02,50,52,11,05,231",20250521,,Candy Sales Composite provider
ZM_CANPRO_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,231",20250521,,Product Sales Infocube
ZM_CANDY_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,230",20250521,,Candy sales Multiple
ZL_CUSTID_P,BW75S4H003,M,,M,,,,,,,0,BEST,"2,02,50,52,11,05,229",20250521,,
ZKNA1_DS,T90CLNT090,M,INA,D,SD,,,,,,0,BEST,"2,02,50,70,40,94,204",20250704,customer master general data,customer master general data
ZK_FFILE,ZFLAT_FILE,M,,M,ZTEST,,,,,,0,BEST,"2,02,50,52,40,00,056",20250524,,flatfile upload
ZJAVA_COURCE_DS,ZJC_REG,A,ACT,D,ZJAVA_REG,,,,,,0,BEST,"2,02,50,90,62,25,356",20250906,online java cource registration,online java cource registration
ZJAVA_COURCE_DS,ZJC_REG,M,ACT,D,ZJAVA_REG,,,,,,0,BEST,"2,02,50,90,62,25,351",20250906,online java cource registration,online java cource registration
ZJ_STOREC,BW75S4H001,M,INA,D,NEW_HIER_ROOT,,,,,,0,BEST,"2,02,50,51,61,10,158",20250516,store copy data,store copy data
ZJ_STORE1,BW75S4H001,M,INA,D,NEW_HIER_ROOT,AIE,,,,,0,BEST,"2,02,50,51,61,10,158",20250516,Store Data New,Store Data New
ZJ_STORE,BW75S4H001,A,ACT,D,0BW_DATASOURCES,AIE,,,,,0,BEST,"2,02,50,70,71,04,456",20250707,Store Data,Store Data
ZJ_STORE,BW75S4H001,M,ACT,D,0BW_DATASOURCES,AIE,,,,,0,BEST,"2,02,50,70,71,04,449",20250707,Store Data,Store Data
ZJ_OFRS,NEW FLAT,A,ACT,M,,,,,,,0,BEST,"2,02,50,31,81,71,952",20250318,,
ZJ_OFRS,NEW FLAT,M,ACT,M,,,,,,,0,BEST,"2,02,50,31,81,71,940",20250318,,
ZJ_AOFRS_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,228",20250521,,ADSO for offers data
ZIO_PSID_P,BW75S4H003,M,,M,,,,,,,0,BEST,"2,02,50,52,11,05,228",20250521,,ID
ZIO_PADDR_T,BW75S4H003,M,,T,,,,,,,0,BEST,"2,02,50,52,11,05,227",20250521,,Address
ZIO_EID_P,BW75S4H003,M,,M,,,,,,,0,BEST,"2,02,50,52,11,05,227",20250521,,Employee ID
ZIO_EID_H,BW75S4H003,M,,H,,,,,,,0,BEST,"2,02,50,52,11,05,227",20250521,,Employee ID
ZIN_ORDATA,NEW FLAT,A,ACT,D,ZN_PLAN,,,,,,0,BEST,"2,02,50,82,61,24,507",20250826,,Order Data
ZIN_ORDATA,NEW FLAT,M,ACT,D,ZN_PLAN,,,,,,0,BEST,"2,02,50,82,61,24,453",20250826,,Order Data
ZIC4_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,226",20250521,,ZIC4
ZIC322_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,226",20250521,,ZIC322
ZIC26SFDS,ZCUS26,A,ACT,D,ZCUS26AC,,,,,,0,BEST,"2,02,50,42,62,13,452",20250426,ZIC26SF,ZIC26SF
ZIC26SFDS,ZCUS26,M,ACT,D,ZCUS26AC,,,,,,0,BEST,"2,02,50,42,62,13,439",20250426,ZIC26SF,ZIC26SF
ZIC26SF_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,226",20250521,,ZIC26SF
ZIC26DS,ZCUS26,A,ACT,D,ZCUS26AC,,,,,,0,BEST,"2,02,50,42,62,12,018",20250426,ZIC26DS,ZIC26DS
ZIC26DS,ZCUS26,M,ACT,D,ZCUS26AC,,,,,,0,BEST,"2,02,50,42,62,12,004",20250426,ZIC26DS,ZIC26DS
ZIC26_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,226",20250521,,infocube 26
ZIC07_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,226",20250521,,ZIC07
ZIC_RCUBE_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,227",20250521,,Real-Time Infocube
ZIC_ET_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,227",20250521,,Employee Infocube
ZIC_EKBE_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,227",20250521,,InfoCube for EKBE
ZIC_ECUBE_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,226",20250521,,info cube for employee details
ZIC_A_P_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,226",20250521,,Infocube for actual and plann data
ZI_STAND_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,228",20250521,,dso
ZI_INDCUC_F,BW75S4H003,M,,D,,,,,,,0,BEST,"2,02,50,52,11,05,228",20250521,,Dso to infocube
ZI_INDCUB_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,228",20250521,,
ZI_COM_F,BW75S4H003,M,,D,,,,,,,0,BEST,"2,02,50,52,11,05,228",20250521,,based on stand dso
ZHR_VIEW11,T90CLNT090,M,INA,D,SD,,,,,,0,BEST,"2,02,50,70,40,94,204",20250704,EXTRACTION VIEW,EXTRACTION VIEW
ZHP_DEMO,NEW FLAT,A,ACT,M,NODESNOTCONNECTED,,,,,,0,BEST,"2,02,50,71,51,41,341",20250715,HP DEMO,HP DEMO
ZHP_DEMO,NEW FLAT,M,ACT,M,NODESNOTCONNECTED,,,,,,0,BEST,"2,02,50,71,51,41,335",20250715,HP DEMO,HP DEMO
ZGRLSCC_TEXT,T90CLNT090,M,INA,T,CO-IO,,,,,,0,BEST,"2,02,50,70,40,94,204",20250704,COSTCLS Text DataS.,COSTCLS Text DataS.
ZGRLSCC_ATTR,T90CLNT090,M,INA,M,CO-IO,,,,,,0,BEST,"2,02,50,70,40,94,204",20250704,COSTCLS Attr. DataS.,COSTCLS Attr. DataS.
ZGRALCC_TEXT,T90CLNT090,M,INA,T,BW310-00,,,,,,0,BEST,"2,02,50,70,40,94,204",20250704,COSTC00 Text.DataS.,COSTC00 Text.DataS.
ZGR01CC_TEXT,T90CLNT090,M,INA,T,SAP-R/3-IO,,,,,,0,BEST,"2,02,50,70,40,94,204",20250704,COSTC01Text DS,COSTC01Text DS
ZGR01CC_ATTR,T90CLNT090,M,INA,M,SAP-R/3-IO,,,,,,0,BEST,"2,02,50,70,40,94,204",20250704,COSTC Attr. DS,COSTC Attr. DS
ZGR_DS_VBAK,ECC_ODP,A,ACT,D,,,,,,,0,BEST,"2,02,50,82,32,03,123",20250823,,VBAK
ZGR_DS_VBAK,ECC_ODP,M,ACT,D,,,,,,,0,BEST,"2,02,50,82,32,03,110",20250823,,VBAK
ZGR,T90CLNT090,M,INA,T,CO-IO,,,,,,0,BEST,"2,02,50,70,40,94,204",20250704,cskt,cskt
ZGDP_P_CAPITA,NEW FLAT,A,ACT,D,ZWORLDOMETER,,,,,,0,BEST,"2,02,50,82,51,03,526",20250825,GDPCAP,GDP Per Capita
ZGDP_P_CAPITA,NEW FLAT,M,ACT,D,ZWORLDOMETER,,,,,,0,BEST,"2,02,50,82,51,03,513",20250825,GDPCAP,GDP Per Capita
ZGDP_C_WISE,NEW FLAT,A,ACT,D,ZWORLDOMETER,,,,,,0,BEST,"2,02,50,82,51,03,849",20250825,GDP C WISE,GDP Country Wise
ZGDP_C_WISE,NEW FLAT,M,ACT,D,ZWORLDOMETER,,,,,,0,BEST,"2,02,50,82,51,03,836",20250825,GDP C WISE,GDP Country Wise
ZGAS_RESERVE,NEW FLAT,A,ACT,D,ZWORLDOMETER,,,,,,0,BEST,"2,02,50,82,51,04,323",20250825,GAS Res,GAS Reserve
ZGAS_RESERVE,NEW FLAT,M,ACT,D,ZWORLDOMETER,,,,,,0,BEST,"2,02,50,82,51,04,312",20250825,GAS Res,GAS Reserve
ZG_TESTCP_F,BW75S4H003,M,,D,,,,,,,0,BEST,"2,02,50,52,11,05,226",20250521,,
ZG_TEST3_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,226",20250521,,test3
ZG_TEST_F,BW75S4H003,M,,D,,,,,,,0,BEST,"2,02,50,52,11,05,226",20250521,,data validation
ZG_STORE_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,226",20250521,,Store Data
ZG_SALPRD_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,226",20250521,,Sales data from info source
ZG_SALESS_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,226",20250521,,
ZG_SALES_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,226",20250521,,Sales Data
ZG_PRDT_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,225",20250521,,Product data
ZG_GERCB1_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,225",20250521,,
ZG_GERCB_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,225",20250521,,
ZG_GER_F,BW75S4H003,M,,D,,,,,,,0,BEST,"2,02,50,52,11,05,224",20250521,,Global Retailer Data
ZG_GAME_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,224",20250521,,
ZG_EXCHRT_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,224",20250521,,Exchange Rate
ZG_CSTM_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,224",20250521,,Customer Data
ZFOREST,FFPVR,A,ACT,D,ZWORLDOMETER,,,,,,0,BEST,"2,02,50,82,51,00,221",20250825,Forest,Forest area by country
ZFOREST,FFPVR,M,ACT,D,ZWORLDOMETER,,,,,,0,BEST,"2,02,50,82,51,00,207",20250825,Forest,Forest area by country
ZFI_AR_4,T90CLNT090,M,INA,D,FI-AR,,,,,,0,BEST,"2,02,50,70,40,94,204",20250704,,
ZEXTRASPACE,NEW FLAT,A,ACT,M,NODESNOTCONNECTED,,,,,,0,BEST,"2,02,50,32,51,33,545",20250325,,
ZEXTRASPACE,NEW FLAT,M,ACT,M,NODESNOTCONNECTED,,,,,,0,BEST,"2,02,50,32,51,33,532",20250325,,
ZENERGY,FFPVR,A,ACT,D,ZWORLDOMETER,,,,,,0,BEST,"2,02,50,71,41,52,714",20250714,Energy Consumption,Energy Consumption
ZENERGY,FFPVR,M,ACT,D,ZWORLDOMETER,,,,,,0,BEST,"2,02,50,71,41,52,700",20250714,Energy Consumption,Energy Consumption
ZENERGEY_CONSUPTION,NEW FLAT,A,ACT,D,ZWORLDOMETER,,,,,,0,BEST,"2,02,50,81,11,04,416",20250811,Energey Cons,Energey Consumption Data 2025
ZENERGEY_CONSUPTION,NEW FLAT,M,ACT,D,ZWORLDOMETER,,,,,,0,BEST,"2,02,50,81,11,04,403",20250811,Energey Cons,Energey Consumption Data 2025
ZEMP_NO_T,BW75S4H003,M,,T,,,,,,,0,BEST,"2,02,50,52,11,05,224",20250521,,Personnel Number
ZEMP_NO_P,BW75S4H003,M,,M,,,,,,,0,BEST,"2,02,50,52,11,05,223",20250521,,Personnel Number
ZEMP_NO_H,BW75S4H003,M,,H,,,,,,,0,BEST,"2,02,50,52,11,05,223",20250521,,Personnel Number
ZEMP_ID_P,BW75S4H003,M,,M,,,,,,,0,BEST,"2,02,50,52,11,05,223",20250521,,employee id
ZE_EXC_F,BW75S4H003,M,,D,,ABR,X,,,,0,BEST,"2,02,50,52,11,05,224",20250521,,Exchange Rate ADSO
ZDSVBAKBT,T90CLNT090,M,INA,D,SD,,,,,,0,BEST,"2,02,50,70,40,94,204",20250704,DS FOR SALES,DS FOR SALES
ZDSSMALL,ZCUS26,A,ACT,D,ZCUS26AC,,,,,,0,BEST,"2,02,50,42,72,00,820",20250427,ZDSSMALL,ZDSSMALL
ZDSSMALL,ZCUS26,M,ACT,D,ZCUS26AC,,,,,,0,BEST,"2,02,50,42,72,00,807",20250427,ZDSSMALL,ZDSSMALL
ZDSO6DS,ZCUS26,A,ACT,D,ZCUS26AC,,,,,,0,BEST,"2,02,50,42,71,63,804",20250427,ZDSO6DS,ZDSO6DS
ZDSO6DS,ZCUS26,M,ACT,D,ZCUS26AC,,,,,,0,BEST,"2,02,50,42,71,63,751",20250427,ZDSO6DS,ZDSO6DS
ZDSO4DS,ZCUS26,A,ACT,D,ZCUS26AC,,,,,,0,BEST,"2,02,50,42,71,54,745",20250427,ZDSO4DS,ZDSO4DS
ZDSO4DS,ZCUS26,M,ACT,D,ZCUS26AC,,,,,,0,BEST,"2,02,50,42,71,54,731",20250427,ZDSO4DS,ZDSO4DS
ZDSO3DS,ZCUS26,A,ACT,D,ZCUS26AC,,,,,,0,BEST,"2,02,50,42,71,54,059",20250427,ZDSO3DS,ZDSO3DS
ZDSO3DS,ZCUS26,M,ACT,D,ZCUS26AC,,,,,,0,BEST,"2,02,50,42,71,54,046",20250427,ZDSO3DS,ZDSO3DS
ZDSO2DSA,ZCUS26,A,ACT,D,ZCUS26AC,,,,,,0,BEST,"2,02,50,42,71,52,614",20250427,ZDSO2DSA,ZDSO2DSA
ZDSO2DSA,ZCUS26,M,ACT,D,ZCUS26AC,,,,,,0,BEST,"2,02,50,42,71,52,600",20250427,ZDSO2DSA,ZDSO2DSA
ZDSO2DS,ZCUS26,A,ACT,D,ZCUS26AC,,,,,,0,BEST,"2,02,50,42,71,21,815",20250427,ZDSO2DS,ZDSO2DS
ZDSO2DS,ZCUS26,M,ACT,D,ZCUS26AC,,,,,,0,BEST,"2,02,50,42,71,21,801",20250427,ZDSO2DS,ZDSO2DS
ZDSO1DS,ZCUS26,A,ACT,D,ZCUS26AC,,,,,,0,BEST,"2,02,50,42,71,20,846",20250427,ZDSO1DS,ZDSO1DS
ZDSO1DS,ZCUS26,M,ACT,D,ZCUS26AC,,,,,,0,BEST,"2,02,50,42,71,20,834",20250427,ZDSO1DS,ZDSO1DS
ZDSNCARS,NEW FLAT,A,ACT,M,ZNIRAV,,,,,,0,BEST,"2,02,50,72,41,61,534",20250724,indian cars,indian cars details
ZDSNCARS,NEW FLAT,M,ACT,M,ZNIRAV,,,,,,0,BEST,"2,02,50,72,41,61,519",20250724,indian cars,indian cars details
ZDSN_WATER_USAGE,NEW FLAT,A,ACT,M,ZN_COUNTRY_REQ,,,,,,0,BEST,"2,02,50,62,51,22,429",20250625,,Country Wise Water Usage
ZDSN_WATER_USAGE,NEW FLAT,M,ACT,M,ZN_COUNTRY_REQ,,,,,,0,BEST,"2,02,50,62,51,22,414",20250625,,Country Wise Water Usage
ZDSN_UNDERNOURISH,NEW FLAT,A,ACT,M,ZN_COUNTRY_REQ,,,,,,0,BEST,"2,02,50,62,51,23,651",20250625,,Country Wise Undernourish
