Compute ID ,Version,Provider For Query ,GENUNIID,Component Type ,Query ID,Object Status,READMODE,ABAP Code,Created By ,Generation Time ,Generation Date (Last Execution Time),Last Used By ,Definition Changed Time ,Last Chnaged Date,Last Change Of Query Runtime Obj
003N7L7ESYA9FJFY3N2IXX1TF,A,ZCANCOM,ZCANCOM/TESTRYU,REP,TESTRYU,ACT,H,GP003N7L7ESYA9FJFYFRSNU45U7,BEST,"2,02,50,31,70,95,917",20250317,BEST,"2,02,50,31,70,95,911",20250317,"2,02,50,31,70,95,917"
003N7L7ESYA9FJFY3N2IXX1TF,M,ZCANCOM,ZCANCOM/TESTRYU,REP,TESTRYU,ACT,H,GP003N7L7ESYA9FJFYDST5C23YK,BEST,"2,02,50,31,70,95,809",20250317,BEST,"2,02,50,31,70,95,840",20250317,"2,02,50,31,70,95,847"
003N7L7ESYA7PEHAS7A58BV0S,A,ZBILL_MP,ZBILL_MP/Z_BILL_DATA_Q0022,REP,Z_BILL_DATA_Q0022,ACT,H,GP003N7L7ESYA9FOZ8DDMGNCNLW,BEST,"2,02,50,50,81,04,923",20250508,BEST,"2,02,50,50,81,04,909",20250508,"2,02,50,50,81,04,923"
003N7L7ESYA9FOTVB9KKZTJH5,A,ZBILL_MP,ZBILL_MP/Z_BILL_DATA_Q001,REP,Z_BILL_DATA_Q001,ACT,H,GP003N7L7ESYA9FPD5Z95IZ8OSO,BEST,"2,02,50,51,01,32,344",20250510,BEST,"2,02,50,51,01,32,053",20250510,"2,02,50,51,01,32,344"
!!1ZAPN_CNDY,A,ZAPN_CNDY,ZAPN_CNDY/!!1ZAPN_CNDY,REP,!!1ZAPN_CNDY,ACT,H,GP003N7L7ESYA7PNPRQWT9CDO2E,BEST,"2,02,50,73,01,75,506",20250730,BEST,"2,02,50,73,01,75,506",20250730,"2,02,50,73,01,75,506"
003N7L7ESYA7POW5ORX4WO1E6,A,ZAN_UNITC,ZAN_UNITC/ZFN_0CURR,SOB,ZFN_0CURR,ACT,H,GP003N7L7ESYA9G0BUAEFZVJ1L9,BEST,"2,02,50,82,01,50,020",20250820,BEST,"2,02,50,81,11,10,435",20250811,"2,02,50,82,01,50,020"
!!IZAN_UNITC,A,ZAN_UNITC,ZAN_UNITC/!!IZAN_UNITC,REP,!!IZAN_UNITC,ACT,H,GP003N7L7ESYA9G0BUVG9CI1CZD,BEST,"2,02,50,82,01,51,226",20250820,BEST,"2,02,50,82,01,51,226",20250820,"2,02,50,82,01,51,226"
003N7L7ESYA9FZ55QSW7C5L7U,A,ZAN_UCG2K,ZAN_UCG2K/ZFN_G2K,SOB,ZFN_G2K,INA,H,,,0,0,BEST,"2,02,50,80,81,81,145",20250808,0
003N7L7ESYA7POEL38HRDYL1B,A,ZAN_RVTOY,ZAN_RVTOY/ZFN_RVTOYS,SOB,ZFN_RVTOYS,ACT,H,GP003N7L7ESYA7POEL4HF1G95HE,BEST,"2,02,50,80,71,12,421",20250807,BEST,"2,02,50,80,71,12,339",20250807,"2,02,50,80,71,12,421"
003N7L7ESYA9FYRG3USAAPUDB,A,ZAN_RPTOY,ZAN_RPTOY/ZFN_RPTOYS,SOB,ZFN_RPTOYS,ACT,H,GP003N7L7ESYA7POEI2NC1MM70I,BEST,"2,02,50,80,71,02,119",20250807,BEST,"2,02,50,80,71,02,116",20250807,"2,02,50,80,71,02,119"
003N7L7ESYA7POEY46JHDDXJ6,A,ZAN_PRDT,ZAN_PRDT/ZFN_PRDT,SOB,ZFN_PRDT,ACT,H,GP003N7L7ESYA7POEYQNQMYJ8L6,BEST,"2,02,50,80,71,60,542",20250807,BEST,"2,02,50,80,71,60,806",20250807,"2,02,50,80,71,60,810"
003N7L7ESYA7POENIT3YSPXAB,A,ZAN_GCTOY,ZAN_GCTOY/ZFN_GCTOYS,SOB,ZFN_GCTOYS,ACT,H,GP003N7L7ESYA7PPVTJW4G8ONNX,BEST,"2,02,50,81,91,65,211",20250819,BEST,"2,02,50,81,91,65,205",20250819,"2,02,50,81,91,65,211"
003N7L7ESYA9FZ51LH3X26K50,A,ZAN_G2K,ZAN_G2K/ZFN_UNITC,SOB,ZFN_UNITC,ACT,H,GP003N7L7ESYA9FZ52G6F6HS52K,BEST,"2,02,50,80,81,70,340",20250808,BEST,"2,02,50,80,81,70,335",20250808,"2,02,50,80,81,70,340"
003N7L7ESYA9FYRCF24DAM9D8,A,ZAN_FTOYS,ZAN_FTOYS/ZFN_FTOYS,SOB,ZFN_FTOYS,ACT,H,GP003N7L7ESYA9FYRCU037GWT1W,BEST,"2,02,50,80,61,71,426",20250806,BEST,"2,02,50,80,61,70,552",20250806,"2,02,50,80,61,71,426"
003N7L7ESYA7POWEJJA4Z1ARF,A,ZAN_FCTOY,ZAN_FCTOY/ZFN_FCTOYS,SOB,ZFN_FCTOYS,INA,H,,,0,0,BEST,"2,02,50,81,11,40,733",20250811,0
003N7L7ESYA9FYRF18SOVBQ2H,A,ZAN_DTOYS,ZAN_DTOYS/ZFN_DTOYS,SOB,ZFN_DTOYS,ACT,H,GP003N7L7ESYA9FYRF6P4HNS91A,BEST,"2,02,50,80,61,80,303",20250806,BEST,"2,02,50,80,61,75,955",20250806,"2,02,50,80,61,80,303"
003N7L7ESYA7POEU6XWOAVYLH,A,ZAN_DRTOY,ZAN_DRTOY/ZFN_DRTOYS_FF,SOB,ZFN_DRTOYS_FF,ACT,H,GP003N7L7ESYA7POEU87JWP89GM,BEST,"2,02,50,80,71,43,227",20250807,BEST,"2,02,50,80,71,43,144",20250807,"2,02,50,80,71,43,227"
003N7L7ESYA7POEOMKPURYMFQ,A,ZAN_DRTOY,ZAN_DRTOY/ZFN_DRTOYS,SOB,ZFN_DRTOYS,ACT,H,GP003N7L7ESYA7POETSHQWDCMO4,BEST,"2,02,50,80,71,42,326",20250807,BEST,"2,02,50,80,71,42,322",20250807,"2,02,50,80,71,42,326"
!!IZAN_DRTOY,A,ZAN_DRTOY,ZAN_DRTOY/!!IZAN_DRTOY,REP,!!IZAN_DRTOY,ACT,H,GP003N7L7ESYA7PPBOUJFZEB5ZA,BEST,"2,02,50,81,40,92,807",20250814,BEST,"2,02,50,81,40,92,807",20250814,"2,02,50,81,40,92,807"
003N7L7ESYA7POEVHX0C7TYKM,A,ZAN_DKTOY,ZAN_DKTOY/ZFN_DKTOYS_FF,SOB,ZFN_DKTOYS_FF,ACT,H,GP003N7L7ESYA7POEVOV2LS05E7,BEST,"2,02,50,80,71,50,241",20250807,BEST,"2,02,50,80,71,45,842",20250807,"2,02,50,80,71,50,241"
003N7L7ESYA7POEVZDU1AVEY9,A,ZAN_DKTOY,ZAN_DKTOY/ZFN_DKTOYS,SOB,ZFN_DKTOYS,ACT,H,GP003N7L7ESYA9FZCF387V6CAQ9,BEST,"2,02,50,81,21,21,147",20250812,BEST,"2,02,50,81,21,21,144",20250812,"2,02,50,81,21,21,147"
003N7L7ESYA9G0DGD9MXBW7G7,A,ZAN_DEC,ZAN_DEC/ZFN_DEC,SOB,ZFN_DEC,INA,H,,,0,0,BEST,"2,02,50,82,11,10,026",20250821,0
003N7L7ESYA9FYR511JSLCTE7,A,ZAN_CTOYS,ZAN_CTOYS/ZFN_CTOYS,SOB,ZFN_CTOYS,ACT,H,GP003N7L7ESYA7PPVSRPY6A8CYB,BEST,"2,02,50,81,91,63,600",20250819,BEST,"2,02,50,81,91,62,746",20250819,"2,02,50,81,91,63,600"
!!IZAN_CTOYS,A,ZAN_CTOYS,ZAN_CTOYS/!!IZAN_CTOYS,REP,!!IZAN_CTOYS,ACT,H,GP003N7L7ESYA9FZASA9IEAVFBL,BEST,"2,02,50,81,11,55,645",20250811,BEST,"2,02,50,81,11,55,645",20250811,"2,02,50,81,11,55,645"
003N7L7ESYA7PNPCMQLFTT7YA,A,ZAN_CNDY1,ZAN_CNDY1/ZQN_CNDY1,REP,ZQN_CNDY1,ACT,H,GP003N7L7ESYA7PS5WQNE27UNA5,BEST,"2,02,50,91,01,75,313",20250910,BEST,"2,02,50,73,01,45,713",20250730,"2,02,50,91,01,75,313"
003N7L7ESYA7PNPCMQLFTT7YA,M,ZAN_CNDY1,ZAN_CNDY1/ZQN_CNDY1,REP,ZQN_CNDY1,ACT,H,GP003N7L7ESYA7PNPGHNRV34YPF,BEST,"2,02,50,73,01,40,230",20250730,BEST,"2,02,50,73,01,40,228",20250730,"2,02,50,73,01,40,230"
!!AZAN_CNDY1,A,ZAN_CNDY1,ZAN_CNDY1/!!AZAN_CNDY1,REP,!!AZAN_CNDY1,ACT,H,GP003N7L7ESYA9FY5A458996H8C,BEST,"2,02,50,73,10,94,343",20250731,BEST,"2,02,50,73,01,60,547",20250730,"2,02,50,73,10,94,343"
003N7L7ESYA7PNTI10VCKGSCY,A,ZALN_YEAR,ZALN_YEAR/ZQN_YEAR,REP,ZQN_YEAR,ACT,H,GP003N7L7ESYA7PO8ZRHCH5G5QT,BEST,"2,02,50,80,41,40,345",20250804,BEST,"2,02,50,80,11,60,940",20250801,"2,02,50,80,41,40,345"
003N7L7ESYA7PNTI10VCKGSCY,M,ZALN_YEAR,ZALN_YEAR/ZQN_YEAR,REP,ZQN_YEAR,INA,H,,,0,0,BEST,"2,02,50,80,11,60,940",20250801,0
003N7L7ESYA7PO8NAQP9IZ496,A,ZALN_YEAR,ZALN_YEAR/ZFLN_YEARLY_MONTHS,SOB,ZFLN_YEARLY_MONTHS,ACT,H,GP003N7L7ESYA7PO8NCBJUUBL8S,BEST,"2,02,50,80,40,94,706",20250804,BEST,"2,02,50,80,40,94,701",20250804,"2,02,50,80,40,94,706"
003N7L7ESYA7POAPEIH7C6IX2,A,ZALN_YEAR,ZALN_YEAR/ZFLN_YEARLY_FOR_FLAT_FILE,SOB,ZFLN_YEARLY_FOR_FLAT_FILE,ACT,H,GP003N7L7ESYA7POAPTJG93QA98,BEST,"2,02,50,80,51,12,600",20250805,BEST,"2,02,50,80,51,12,552",20250805,"2,02,50,80,51,12,600"
003N7L7ESYA7PNTIFX6H4APIV,A,ZALN_YEAR,ZALN_YEAR/ZFLN_YEARLY,SOB,ZFLN_YEARLY,ACT,H,GP003N7L7ESYA9FYPGV7BO0PWUS,BEST,"2,02,50,80,51,75,005",20250805,BEST,"2,02,50,80,51,74,959",20250805,"2,02,50,80,51,75,005"
003N7L7ESYA9FY5FN1HZ90DXV,A,ZALN_CNDY,ZALN_CNDY/ZFLN_CNDY,SOB,ZFLN_CNDY,ACT,H,GP003N7L7ESYA9FYPFBWKWVD0DN,BEST,"2,02,50,80,51,71,821",20250805,BEST,"2,02,50,73,11,41,438",20250731,"2,02,50,80,51,71,821"
003N7L7ESYA9FY59T8JKU5OKL,A,ZALN_CNDY,ZALN_CNDY/ZAPN_CNDY,REP,ZAPN_CNDY,ACT,H,GP003N7L7ESYA9FY5SHAF2J2HEN,BEST,"2,02,50,73,11,60,312",20250731,BEST,"2,02,50,73,11,43,755",20250731,"2,02,50,73,11,60,312"
003N7L7ESYA9FY59T8JKU5OKL,M,ZALN_CNDY,ZALN_CNDY/ZAPN_CNDY,REP,ZAPN_CNDY,ACT,H,GP003N7L7ESYA9FY5OABXAGHF0V,BEST,"2,02,50,73,11,43,632",20250731,BEST,"2,02,50,73,11,43,628",20250731,"2,02,50,73,11,43,632"
!!AZALN_CNDY,A,ZALN_CNDY,ZALN_CNDY/!!AZALN_CNDY,REP,!!AZALN_CNDY,ACT,H,GP003N7L7ESYA9FY5NQSEREPX5V,BEST,"2,02,50,73,11,42,520",20250731,BEST,"2,02,50,73,11,05,003",20250731,"2,02,50,73,11,42,520"
003N7L7ESYA7PQFQXZCBRBY7D,A,ZAK_DSO_1,ZAK_DSO_1/Q1,REP,Q1,ACT,H,GP003N7L7ESYA9G0XTL1WHNK5WS,BEST,"2,02,50,82,62,11,757",20250826,BEST,"2,02,50,82,62,14,939",20250826,"2,02,50,82,62,15,019"
003N7L7ESYA7PQFQXZCBRBY7D,M,ZAK_DSO_1,ZAK_DSO_1/Q1,REP,Q1,ACT,H,GP003N7L7ESYA9G0XTL1WHNK5WS,BEST,"2,02,50,82,62,11,757",20250826,BEST,"2,02,50,82,42,14,509",20250824,"2,02,50,82,62,12,021"
003N7L7ESYA7PQWLI3GU3ZAOD,A,ZAK_CP,ZAK_CP/Q2,REP,Q2,ACT,H,GP003N7L7ESYA7PQWM8MDKQYY9U,BEST,"2,02,50,82,81,24,258",20250828,BEST,"2,02,50,82,81,22,803",20250828,"2,02,50,82,81,24,316"
003N7L7ESYA7PQWLI3GU3ZAOD,M,ZAK_CP,ZAK_CP/Q2,REP,Q2,INA,H,,,0,0,BEST,"2,02,50,82,81,22,803",20250828,0
003N7L7ESYA7PNP60Z4NFTWFJ,A,ZAGN_CNDY,ZAGN_CNDY/ZQN_CANDY,REP,ZQN_CANDY,ACT,H,GP003N7L7ESYA7PNPC8LIB63JA4,BEST,"2,02,50,73,01,23,439",20250730,BEST,"2,02,50,73,01,23,435",20250730,"2,02,50,73,01,23,439"
003N7L7ESYA7PNP60Z4NFTWFJ,M,ZAGN_CNDY,ZAGN_CNDY/ZQN_CANDY,REP,ZQN_CANDY,ACT,H,GP003N7L7ESYA7PNPC7TT4IGCPO,BEST,"2,02,50,73,01,23,412",20250730,BEST,"2,02,50,73,01,23,410",20250730,"2,02,50,73,01,23,412"
003N7L7ESYA7PC5F767W54HNB,A,ZAGGRE,ZAGGRE/ZREAL_AGGRE_DATA,REP,ZREAL_AGGRE_DATA,INA,H,,,0,0,BEST,"2,02,50,41,31,34,658",20250413,0
003N7L7ESYA9FPY8GQJ47UQUH,A,ZA_IC,ZA_IC/Z_AKSHITHAQUERY,REP,Z_AKSHITHAQUERY,ACT,H,GP003N7L7ESYA9FPY8IHQAXU7HM,BEST,"2,02,50,51,60,82,649",20250516,BEST,"2,02,50,60,21,93,129",20250602,"2,02,50,51,60,82,649"
003N7L7ESYA9FPYEDYNXS2YRT,A,Z_VANDSO,Z_VANDSO/ZVANGI,REP,ZVANGI,ACT,H,GP003N7L7ESYA9FPYEH8P02ZFRH,BEST,"2,02,50,51,61,03,004",20250516,BEST,"2,02,50,51,61,02,813",20250516,"2,02,50,51,61,03,004"
003N7L7ESYA9FPYHPYU9DWN12,A,Z_VANDSO,Z_VANDSO/VANGIRICE,REP,VANGIRICE,ACT,H,GP003N7L7ESYA9FPYHULKELJHR5,BEST,"2,02,50,51,61,13,944",20250516,BEST,"2,02,50,51,61,13,706",20250516,"2,02,50,51,61,13,944"
003N7L7ESYA9FJVUJE9DLSEUE,A,Z_TRNID,Z_TRNID/WERTYUI,REP,WERTYUI,INA,H,,,0,0,BEST,"2,02,50,32,01,25,013",20250320,0
003N7L7ESYA7P9FO1KF4E9X09,A,Z_TEST,Z_TEST/ZXCVBNM,REP,ZXCVBNM,INA,H,,,0,0,BEST,"2,02,50,31,91,24,303",20250319,0
003N7L7ESYA9FKHH0M38NHOQI,A,Z_IN1,Z_IN1/ZL_FIL,REP,ZL_FIL,ACT,H,GP003N7L7ESYA9FKHH12XAW5TVE,BEST,"2,02,50,32,61,44,538",20250326,BEST,"2,02,50,32,61,44,522",20250326,"2,02,50,32,61,44,538"
003N7L7ESYA9FN3048WNXY0PI,A,Z_GER,Z_GER/Z_GER_QUERY,REP,Z_GER_QUERY,ACT,H,GP003N7L7ESYA7PDAOEKL4XJNTY,BEST,"2,02,50,42,41,65,445",20250424,BEST,"2,02,50,42,41,65,439",20250424,"2,02,50,42,41,65,445"
003N7L7ESYA9FN3048WNXY0PI,M,Z_GER,Z_GER/Z_GER_QUERY,REP,Z_GER_QUERY,ACT,H,GP003N7L7ESYA7PDANQUCYCRZG4,BEST,"2,02,50,42,41,64,108",20250424,BEST,"2,02,50,42,41,63,958",20250424,"2,02,50,42,41,64,108"
003N7L7ESYA9FPY5D49GMSMZ7,A,Z_A_ADSO,Z_A_ADSO/Z_ADSOQ,REP,Z_ADSOQ,INA,H,,,0,0,BEST,"2,02,50,51,60,72,145",20250516,0
!!AZ_A_ADSO,A,Z_A_ADSO,Z_A_ADSO/!!AZ_A_ADSO,REP,!!AZ_A_ADSO,ACT,H,GP003N7L7ESYA9G22871CREOALW,BEST,"2,02,50,90,61,35,558",20250906,BEST,"2,02,50,90,61,35,558",20250906,"2,02,50,90,61,35,558"
003N7L7ESYA7PAJAX0NP9PJ1M,A,YMATDSO,YMATDSO/YMAT,REP,YMAT,ACT,H,GP003N7L7ESYA7PAJB2KV6GDSJ7,BEST,"2,02,50,32,91,94,846",20250329,BEST,"2,02,50,32,91,94,945",20250329,"2,02,50,32,91,94,954"
003N7L7ESYA7PAJAX0NP9PJ1M,M,YMATDSO,YMATDSO/YMAT,REP,YMAT,ACT,H,GP003N7L7ESYA7PAJB2KV6GDSJ7,BEST,"2,02,50,32,91,94,846",20250329,BEST,"2,02,50,32,91,94,728",20250329,"2,02,50,32,91,94,846"
003N7L7ESYA9FU6VVBCYE1XN4,A,PTSTCOMUN,PTSTCOMUN/PTSTSUNIO,REP,PTSTSUNIO,INA,H,,,0,0,BEST,"2,02,50,62,31,13,336",20250623,0
003N7L7ESYA9FU6W63DO1I46U,A,PTSTCOMUN,PTSTCOMUN/PTSTQUERY,REP,PTSTQUERY,INA,H,,,0,0,BEST,"2,02,50,62,31,13,947",20250623,0
003N7L7ESYA9FU6VSP4B2LN63,A,PTSTCOMUN,PTSTCOMUN/PTSTCUNION,REP,PTSTCUNION,INA,H,,,0,0,BEST,"2,02,50,62,31,13,206",20250623,0
003N7L7ESYA7PC6Y1Q8ZDFMJU,A,N4COCP06A,N4COCP06A/N4COCP06A_R0616G_Q001,REP,N4COCP06A_R0616G_Q001,ACT,H,GP003N7L7ESYA9FN7435P8EITO1,BEST,"2,02,50,42,01,42,450",20250420,BEST,"2,02,50,41,40,84,016",20250414,"2,02,50,42,01,42,450"
003N7L7ESYA9G2J9XQOLOLAY7,A,MTSTCPJ,MTSTCPJ/ZTEST_Q001,REP,ZTEST_Q001,INA,H,,,0,0,BEST,"2,02,50,91,00,70,718",20250910,0
003N7L7ESYA9G2J9XQOLOLAY7,M,MTSTCPJ,MTSTCPJ/ZTEST_Q001,REP,ZTEST_Q001,INA,H,,,0,0,BEST,"2,02,50,91,00,70,718",20250910,0
003N7L7ESYA7PS265LZWBL7YH,A,MTSTCPJ,MTSTCPJ/MTSTCQJN,REP,MTSTCQJN,ACT,H,GP003N7L7ESYA7PS26R2LWA8XQ6,BEST,"2,02,50,90,81,94,441",20250908,BEST,"2,02,50,90,81,95,352",20250908,"2,02,50,90,81,95,400"
003N7L7ESYA7PS265LZWBL7YH,M,MTSTCPJ,MTSTCPJ/MTSTCQJN,REP,MTSTCQJN,ACT,H,GP003N7L7ESYA7PS26R2LWA8XQ6,BEST,"2,02,50,90,81,94,441",20250908,BEST,"2,02,50,90,81,93,223",20250908,"2,02,50,90,81,94,441"
003N7L7ESYA9FPEX5SXDGHM8B,A,LTSTCUN,LTSTCUN/LTSTCQUN2,REP,LTSTCQUN2,ACT,H,GP003N7L7ESYA9FPEXG9BNHTOM4,BEST,"2,02,50,51,11,11,513",20250511,BEST,"2,02,50,51,11,11,554",20250511,"2,02,50,51,11,11,605"
003N7L7ESYA9FPEX5SXDGHM8B,M,LTSTCUN,LTSTCUN/LTSTCQUN2,REP,LTSTCQUN2,ACT,H,GP003N7L7ESYA9FPEXG9BNHTOM4,BEST,"2,02,50,51,11,11,513",20250511,BEST,"2,02,50,51,11,11,441",20250511,"2,02,50,51,11,11,513"
003N7L7ESYA9FPETSRPD72QIP,A,LTSTCPJN,LTSTCPJN/LTSTCQJN2,REP,LTSTCQJN2,ACT,H,GP003N7L7ESYA9FPEWE32FWEETN,BEST,"2,02,50,51,11,05,319",20250511,BEST,"2,02,50,51,11,05,255",20250511,"2,02,50,51,11,05,319"
003N7L7ESYA9FPETSRPD72QIP,M,LTSTCPJN,LTSTCPJN/LTSTCQJN2,REP,LTSTCQJN2,ACT,H,GP003N7L7ESYA9FPEWE32FWEETN,BEST,"2,02,50,51,11,05,319",20250511,BEST,"2,02,50,51,11,05,255",20250511,"2,02,50,51,11,05,319"
!!1CZD_PRVDR,A,CZD_PRVDR,CZD_PRVDR/!!1CZD_PRVDR,REP,!!1CZD_PRVDR,ACT,H,GP003N7L7ESYA9G2I9XSSIY5MM8,BEST,"2,02,50,90,91,84,329",20250909,BEST,"2,02,50,80,61,60,235",20250806,"2,02,50,90,91,84,329"
003N7L7ESYA7PQGT9D86NNWX6,A,CZD_AGG,CZD_AGG/ZD_FILTER_REF_UNIT_FILE,SOB,ZD_FILTER_REF_UNIT_FILE,ACT,H,GP003N7L7ESYA7PQGTUQYS2MHSL,BEST,"2,02,50,82,51,10,907",20250825,BEST,"2,02,50,82,51,05,651",20250825,"2,02,50,82,51,10,907"
003N7L7ESYA7PQH91GHLPF9GG,A,CZD_AGG,CZD_AGG/ZD_FILTER_REF_UNIT,SOB,ZD_FILTER_REF_UNIT,ACT,H,GP003N7L7ESYA9G1IHTDQXXJQQG,BEST,"2,02,50,90,11,12,754",20250901,BEST,"2,02,50,82,51,63,226",20250825,"2,02,50,90,11,12,754"
003N7L7ESYA9G0X20OKYVI47K,A,CZD_AGG,CZD_AGG/ZD_FILTER_REF_FORECAST_FILE,SOB,ZD_FILTER_REF_FORECAST_FILE,ACT,H,GP003N7L7ESYA9G0XDYWA8M6N5C,BEST,"2,02,50,82,61,55,742",20250826,BEST,"2,02,50,82,61,21,902",20250826,"2,02,50,82,61,55,742"
003N7L7ESYA9G0X3HZ6DOBY37,A,CZD_AGG,CZD_AGG/ZD_FILTER_REF_FORECAST,SOB,ZD_FILTER_REF_FORECAST,ACT,H,GP003N7L7ESYA9G2I9XLJGMMBWG,BEST,"2,02,50,90,91,84,322",20250909,BEST,"2,02,50,82,61,42,510",20250826,"2,02,50,90,91,84,322"
003N7L7ESYA7PPVW0WMN903GV,A,CZD_AGG,CZD_AGG/ZD_FILTER_REF_FILE,SOB,ZD_FILTER_REF_FILE,ACT,H,GP003N7L7ESYA7PQ16R0KD5642W,BEST,"2,02,50,82,21,12,407",20250822,BEST,"2,02,50,81,91,74,316",20250819,"2,02,50,82,21,12,407"
003N7L7ESYA7POF3ZQTTR8IC5,A,CZD_AGG,CZD_AGG/ZD_FILTER_REF_DATA,SOB,ZD_FILTER_REF_DATA,ACT,H,GP003N7L7ESYA7PPZHRHSR8NY1P,BEST,"2,02,50,82,11,42,400",20250821,BEST,"2,02,50,81,21,15,222",20250812,"2,02,50,82,11,42,400"
003N7L7ESYA9G0BK0DDCSUFNA,A,CZD_AGG,CZD_AGG/ZD_FILTER_REF_CURR,SOB,ZD_FILTER_REF_CURR,ACT,H,GP003N7L7ESYA7PQ16WNV95RVW7,BEST,"2,02,50,82,21,12,721",20250822,BEST,"2,02,50,82,21,12,707",20250822,"2,02,50,82,21,12,721"
003N7L7ESYA7PPVQCK8M481CM,A,CZD_AGG,CZD_AGG/ZD_FILTER_REF_COMB,SOB,ZD_FILTER_REF_COMB,ACT,H,GP003N7L7ESYA9G0C000GWD8F40,BEST,"2,02,50,82,01,65,822",20250820,BEST,"2,02,50,81,91,54,714",20250819,"2,02,50,82,01,65,822"
003N7L7ESYA7PP9T1B25JS3GE,A,CZD_AGG,CZD_AGG/ZD_FILTER_DELTE,SOB,ZD_FILTER_DELTE,ACT,H,GP003N7L7ESYA9G0C000GWD7JI8,BEST,"2,02,50,82,01,65,821",20250820,BEST,"2,02,50,81,31,01,345",20250813,"2,02,50,82,01,65,821"
003N7L7ESYA9FYR9SW1KJQCS6,A,CZD_AGG,CZD_AGG/CZD_FILTER2_FORMULA,SOB,CZD_FILTER2_FORMULA,ACT,H,GP003N7L7ESYA9FYRAGVIC1FNMM,BEST,"2,02,50,80,61,62,535",20250806,BEST,"2,02,50,80,61,61,150",20250806,"2,02,50,80,61,62,535"
003N7L7ESYA9FYR989U86W7WZ,A,CZD_AGG,CZD_AGG/CZD_FILTER1,SOB,CZD_FILTER1,ACT,H,GP003N7L7ESYA7POQBIULT5L6CX,BEST,"2,02,50,80,81,04,204",20250808,BEST,"2,02,50,80,81,04,159",20250808,"2,02,50,80,81,04,204"
003N7L7ESY9JE6FHZRTGVWB4T,A,2CRVCTABSIZE,2CRVCTABSIZE/2CRVCTABSIZQRY,REP,2CRVCTABSIZQRY,INA,H,,,0,0,BEST,"2,02,50,20,70,54,104",20250207,0
!!A2CRVCTABSIZE,A,2CRVCTABSIZE,2CRVCTABSIZE/!!A2CRVCTABSIZE,REP,!!A2CRVCTABSIZE,ACT,H,GP003N7L7ESYA7PRMQYETFO4HRX,BEST,"2,02,50,90,52,23,039",20250905,BEST,"2,02,50,90,52,23,039",20250905,"2,02,50,90,52,23,039"
003N7L7ESY9JE6FHZRTGVVYHP,A,2CRVCREQUEST,2CRVCREQUEST/2CRVCREQQRY,REP,2CRVCREQQRY,ACT,H,GP003N7L7ESYA7POFFXOLJQM9U5,BEST,"2,02,50,80,72,20,055",20250807,BEST,"2,02,50,20,70,54,104",20250207,"2,02,50,80,72,20,055"
003N7L7ESY9JE6FHZRTGVVLUL,A,2CRVCDTPLOAD,2CRVCDTPLOAD/2CRVCDTPLOADQ,REP,2CRVCDTPLOADQ,INA,H,,,0,0,BEST,"2,02,50,20,70,54,104",20250207,0
003N7L7ESY9JE6FHZRTGVMTST,A,2CREPMDEP_VALEND_V,2CREPMDEP_VALEND_V/2CREPM_EMPDEPSERV,REP,2CREPM_EMPDEPSERV,INA,H,,,0,0,BEST,"2,02,50,20,70,54,104",20250207,0
003N7L7ESY9JE6FHZRTGVUWKD,A,2CREPM_SOIC_V,2CREPM_SOIC_V/2CREPM_PRODFILV,REP,2CREPM_PRODFILV,INA,H,,,0,0,BEST,"2,02,50,20,70,54,104",20250207,0
003N7L7ESY9JE6FHZRTGVUJX9,A,2CREPM_SODETAILSC,2CREPM_SODETAILSC/2CREPM_SODETAILSQ,REP,2CREPM_SODETAILSQ,INA,H,,,0,0,BEST,"2,02,50,20,70,54,104",20250207,0
003N7L7ESY9JE6FHZRTGVU7A5,A,2CREPM_SOANLYC11,2CREPM_SOANLYC11/2CREPM_SOANLYQ11,REP,2CREPM_SOANLYQ11,INA,H,,,0,0,BEST,"2,02,50,20,70,54,104",20250207,0
003N7L7ESY9JE6FHZRTGVTUN1,A,2CREPM_SOANLYC1,2CREPM_SOANLYC1/2CREPM_SOANLYQ1,REP,2CREPM_SOANLYQ1,INA,H,,,0,0,BEST,"2,02,50,20,70,54,104",20250207,0
003N7L7ESY9JE6FHZRTGVV97H,A,2CREPM_SO_PRODC2,2CREPM_SO_PRODC2/2CREPM_SOQV1,REP,2CREPM_SOQV1,INA,H,,,0,0,BEST,"2,02,50,20,70,54,104",20250207,0
003N7L7ESY9JE6FHZRTGVTHZX,A,2CREPM_SAORC,2CREPM_SAORC/2CREPM_PRODQ,REP,2CREPM_PRODQ,INA,H,,,0,0,BEST,"2,02,50,20,70,54,104",20250207,0
!!A2CREPM_SAORC,A,2CREPM_SAORC,2CREPM_SAORC/!!A2CREPM_SAORC,REP,!!A2CREPM_SAORC,ACT,H,GP003N7L7ESY9JE7LDEFD7O5GYW,BEST,"2,02,50,21,81,62,714",20250218,BEST,"2,02,50,21,81,62,714",20250218,"2,02,50,21,81,62,714"
003N7L7ESY9JE6FHZRTGVT5CT,A,2CREPM_PURGROSSC,2CREPM_PURGROSSC/2CREPM_PURGROSSQ,REP,2CREPM_PURGROSSQ,INA,H,,,0,0,BEST,"2,02,50,20,70,54,104",20250207,0
003N7L7ESY9JE6FHZRTGVSSPP,A,2CREPM_PURCHASEO,2CREPM_PURCHASEO/2CREPM_PURCHASEQ,REP,2CREPM_PURCHASEQ,INA,H,,,0,0,BEST,"2,02,50,20,70,54,104",20250207,0
